spotify_track_uri,play_count,first_play,last_play,avg_ms_played,skip_rate,shuffle_rate,recency_days,repeat_within_30d,repeat_probability,track_name,artist_name,album_name
01uqI4H13Gsd8Lyl1EYd8H,36,2017-04-09 11:20:49,2024-11-11 20:43:45,73637.83333333333,0.05555555555555555,0.8888888888888888,2773,0,5.1634826e-05,Same Love (feat. Mary Lambert),Macklemore & Ryan Lewis,The Heist
01xMiErR26kH1KCif6uEYI,59,2016-12-01 23:07:57,2024-06-07 22:46:25,59624.8813559322,0.03389830508474576,0.847457627118644,2744,0,6.7604175e-05,I'll Cry Instead - Remastered 2009,The Beatles,A Hard Day's Night
01y79nrI4yITd1VtLIyXwn,1,2017-04-18 04:53:44,2017-04-18 04:53:44,321.0,0.0,1.0,0,0,6.517772e-05,On Parole / the Bishop,Les Misérables - 10th Anniversary Concert Cast,Les Misérables (In Concert at the Royal Albert Hall)
01yz0bfalGJyvA4tSnuNu6,1,2015-08-29 00:46:17,2015-08-29 00:46:17,183994.0,0.0,1.0,0,0,6.834299e-05,Relaxation or True Relaxation - Nature Sounds for Well Being,Spa Music Collective,Riviera Maya - Spa Music
020ljSU54GRVxKX0A9yKc0,11,2022-07-22 21:25:55,2023-07-21 07:28:21,137088.0,0.2727272727272727,0.2727272727272727,363,0,2.6823405e-05,Eden's House (feat. Ladysmith Black Mambazo),Milky Chance,Mind The Moon
024nqC9O76nvAuIWtQGdQy,1,2024-05-05 09:28:41,2024-05-05 09:28:41,483840.0,0.0,1.0,0,0,9.7441094e-05,Memory Box,Peter Cat Recording Co.,Bismillah
02BdIbBmpDoxOf3nnyjRqs,1,2020-09-07 03:36:40,2020-09-07 03:36:40,32981.0,0.0,1.0,0,0,6.517772e-05,Get Up,Lennie Niehaus,Unforgiven - Original Motion Picture Soundtrack
02DurCgOvDdX0uKEjqcl3W,6,2015-10-08 07:24:52,2017-11-13 07:53:34,81831.0,0.6666666666666666,0.8333333333333334,767,0,0.00019705045,Who Are You,The Who,Who Are You
02FJNRUlB28e1F0R9uP2s1,1,2018-11-20 23:53:38,2018-11-20 23:53:38,188733.0,0.0,0.0,0,0,8.5545646e-05,"Ob-La-Di, Ob-La-Da - 2018 Mix",The Beatles,The Beatles
02ILwrgX3DDx9mclP2EI41,1,2015-09-01 01:34:43,2015-09-01 01:34:43,1578.0,1.0,1.0,0,0,7.279815e-05,I'm Ready,AJR,I'm Ready - EP
02Ip9LrFx5WT9s8uvE9W9Z,1,2016-06-02 08:08:41,2016-06-02 08:08:41,42432.0,0.0,0.0,0,0,0.00011784961,Mr. Brightside,ELEW,"ELEW Rockjazz, Vol. 1"
02JIdsrod3BYucThfUFDUX,5,2024-08-07 07:16:33,2024-11-27 22:50:42,69740.4,0.6,0.8,112,0,0.00014456612,Le Festin,Camille,Ratatouille
02M2OoPaKPmkCl7kidq6nK,1,2016-09-01 01:47:59,2016-09-01 01:47:59,0.0,0.0,0.0,0,0,0.00011784961,Theme for Maxine,Woody Shaw,Rosewood
02O71P5xudugRmFCFsQe9E,1,2018-12-04 17:11:33,2018-12-04 17:11:33,66417.0,0.0,0.0,0,0,0.0002036255,Cold Day In The Sun,Foo Fighters,In Your Honor
02OLbvjFRd9dCVNPbZCjXo,1,2023-07-21 04:09:56,2023-07-21 04:09:56,144958.0,0.0,0.0,0,0,0.000109377615,Maldita Cachá,Los Rivera Destino,Maldita Cachá
02ObmnyblJSHlYD8IWtZZn,1,2016-06-08 21:28:23,2016-06-08 21:28:23,4275.0,0.0,1.0,0,0,6.517772e-05,Traime A Tu Amiga,Farruko,The Ones
02PDEtcbjtjIyllnqTZc7i,1,2021-04-26 20:24:15,2021-04-26 20:24:15,251519.0,0.0,1.0,0,0,9.7441094e-05,El Amor,José Luis Perales,Tiempo de otoño
02POyqtbrdmYQ3RxsTrYMD,1,2016-10-18 05:08:00,2016-10-18 05:08:00,255613.0,0.0,1.0,0,0,9.7441094e-05,Are You Experienced?,Jimi Hendrix,Are You Experienced
02UFwtmJ0ogLQWMx43Okuh,1,2015-08-05 23:56:26,2015-08-05 23:56:26,19231.0,1.0,1.0,0,0,7.279815e-05,Gimme Back My Bullets,Lynyrd Skynyrd,Gimme Back My Bullets
02a2RQEICEzbdPPYh0aLnJ,3,2023-02-08 19:33:20,2023-03-14 20:24:02,200800.0,0.0,0.6666666666666666,34,0,2.9660408e-05,My Arms Were Always Around You,Peter Bradley Adams,My Arms Were Always Around You
02bJ6uGeHKfNOhIc9qyA8e,16,2022-05-23 07:29:17,2024-11-18 05:25:03,130850.375,0.0,0.25,909,0,0.00020319551,Wild Child,The Black Keys,Dropout Boogie
02bKaAG61tMw9c63fzKXal,1,2023-09-24 07:36:00,2023-09-24 07:36:00,11530.0,1.0,1.0,0,0,7.279815e-05,Sin miedo a nada (feat. Amaia Montero),Alex Ubago,¿Qué pides tú?
02dCqIVScz96ILmu1FiPQZ,2,2019-07-01 13:47:08,2020-01-16 05:53:04,8255.0,0.0,0.0,198,0,0.00027599998,Master of the House,Les Misérables - International Cast,Les Misérables (Highlights from the Complete Symphonic Recording)
02fXDM2myvnYF5NyCkKPvp,1,2021-01-19 17:57:42,2021-01-19 17:57:42,226953.0,0.0,1.0,0,0,6.7122644e-05,All Things Must Pass - 2020 Mix,George Harrison,All Things Must Pass
02kRHncgzPcGR2rpiwSKAm,1,2024-01-12 21:36:37,2024-01-12 21:36:37,197706.0,0.0,1.0,0,0,5.0889877e-05,Hope to Meet You,Various Artists,Dengue Fever presents Electric Cambodia
02lGHA7bFFplYLihnUWTx8,26,2022-08-14 00:35:31,2024-10-22 12:40:32,144077.34615384616,0.07692307692307693,0.2692307692307692,800,0,2.6823405e-05,Tequila,Juanes,Más Futuro Que Pasado
02omMoSwhnmDAzG2F6DFcv,1,2013-07-10 08:34:39,2013-07-10 08:34:39,245346.0,0.0,0.0,0,0,0.00014690189,Let Me Hold You,Josh Krajcik,Josh Krajcik - EP
02p0tuBNxqqaiveKZOXgDn,1,2023-01-03 02:05:58,2023-01-03 02:05:58,112475.0,0.0,1.0,0,0,0.00010291303,River of Regisfield,Dean M Parker,River of Regisfield
02ppMPbg1OtEdHgoPqoqju,6,2021-02-19 17:06:44,2024-08-06 18:32:25,145747.0,0.0,1.0,1264,0,0.0002073409,Reckoner,Radiohead,In Rainbows
02q4wdNUUABRWpAgLCTG0o,1,2017-03-26 14:11:22,2017-03-26 14:11:22,8163.0,0.0,0.0,0,0,0.00011784961,Games Continued (feat. Marie Plassard) - Cavego Remix,Bakermat,Games Continued (feat. Marie Plassard)
02tnd3kkSmhfYwjY1Ka3cq,1,2017-08-20 04:13:19,2017-08-20 04:13:19,23465.0,0.0,1.0,0,0,6.517772e-05,Kashmere,Kashmere Stage Band,Texas Thunder Soul 1968-1974
02uCoFDzEeVfXAFTUh0jkO,18,2016-06-11 00:51:06,2018-04-01 19:59:26,89885.33333333333,0.0,0.6111111111111112,659,0,0.0001010114,I Don't Care If The Sun Don't Shine - 2004 DSD remaster,Elvis Presley,Elvis At Sun
02xmGU9unopKjpblPRC67j,2,2020-03-30 16:56:55,2020-03-30 16:56:55,99890.0,0.0,0.0,0,1,0.9996356,Written on the Sky,Max Richter,Disconnect (Original Motion Picture Soundtrack)
02yDkjZcms3h9oPDPKhtYZ,7,2015-09-19 00:19:34,2015-09-26 17:45:52,47422.28571428572,0.8571428571428571,0.0,7,1,0.9997451,Dámaso,Gerardo Ortiz,El Primer Ministro (Deluxe Edition)
031AIGrfnhZYJxegTuYw9W,1,2023-07-02 10:16:58,2023-07-02 10:16:58,448005.0,0.0,1.0,0,0,9.7441094e-05,Kackvogel - Original Mix,Solomun,Kackvogel
031rVKYjBhsaVM8o1i1vK0,51,2016-12-03 18:26:15,2024-09-25 20:48:50,85490.58823529411,0.0392156862745098,0.8431372549019608,2853,0,5.1634826e-05,Proud Mary,Creedence Clearwater Revival,Chronicle: 20 Greatest Hits
032wiYm3XqCwqgeFme8c0D,2,2021-02-16 17:58:29,2021-02-18 17:05:47,182324.0,0.0,0.5,1,1,0.99967086,Put the Sun Back,The Coral,Roots and Echoes
033N3Mf87ODmORg6YO61cm,1,2024-10-25 17:14:15,2024-10-25 17:14:15,134050.0,1.0,0.0,0,0,0.00021838797,The Sounds Of Science,Beastie Boys,Paul's Boutique
036ufmMfHHoVWkAhUcHxQD,11,2021-06-21 14:41:49,2024-10-14 18:24:20,176626.0,0.09090909090909091,0.8181818181818182,1211,0,6.657861e-05,Master Of The House - Live,Alun Armstrong,Les Misérables (10th Anniversary Concert Live at Royal Albert Hall)
037qFV73VbmzA4a3ZMzPZg,4,2023-12-29 13:20:26,2024-11-10 22:34:26,129700.75,0.5,1.0,317,0,0.00024879235,Railroad Man,Eels,Blinking Lights and Other Revelations
03BELBmoN7tbHBtxV6HF7j,1,2017-09-22 17:22:40,2017-09-22 17:22:40,0.0,0.0,0.0,0,0,0.00011784961,Heroes - Single Version; 1990 Remaster,David Bowie,ChangesBowie
03By6gD02qhtvIQiK8KidK,12,2020-05-15 16:28:35,2023-06-24 20:56:14,85088.08333333333,0.16666666666666666,0.8333333333333334,1135,0,9.213076e-05,Back Door Man,The Doors,The Doors
03DifiRgvdRwUsGhcuCtAG,1,2023-01-25 17:53:15,2023-01-25 17:53:15,141160.0,0.0,1.0,0,0,6.0351103e-05,The Sun Terrace,Laura Di Vaio,The Sun Terrace
03FQejSMroANhXlmItiDLC,1,2016-12-19 06:23:50,2016-12-19 06:23:50,8976.0,0.0,1.0,0,0,6.517772e-05,Curtsy,Ken McIntyre,Looking Ahead
03Hx7AbnHvfGsTL8ACzWBE,3,2022-03-18 02:43:51,2024-09-07 22:18:52,79627.66666666667,0.3333333333333333,1.0,904,0,5.061951e-05,Remedy,Zac Brown Band,JEKYLL + HYDE
03IAVdKpjqqIjNUxZRHywy,2,2023-07-25 00:36:46,2023-08-02 20:19:41,239268.5,0.0,0.0,8,1,0.99982077,Appaloosa Bones,Gregory Alan Isakov,Appaloosa Bones
03IQhzsXuqrmyqkkvRUT3R,1,2015-08-13 21:04:48,2015-08-13 21:04:48,2043.0,1.0,1.0,0,0,7.279815e-05,Shoestrings,AWOLNATION,Megalithic Symphony Deluxe
03KIehjWsm7GqoCN6Hyn98,1,2015-09-02 01:44:48,2015-09-02 01:44:48,249013.0,0.0,1.0,0,0,9.7441094e-05,Until The End,Friska Viljor,Remember Our Name
03LfOYi0icz4souspZVVhq,1,2021-09-25 05:16:25,2021-09-25 05:16:25,149367.0,0.0,1.0,0,0,4.2584154e-05,"Nicky Jam: Bzrp Music Sessions, Vol. 41",Bizarrap,"Nicky Jam: Bzrp Music Sessions, Vol. 41"
03NejRMxYMMCFo2Ylsia6l,34,2017-01-02 19:49:47,2024-10-18 15:22:57,133584.5,0.029411764705882353,0.9705882352941176,2845,0,6.0915605e-05,Rude Mood,Stevie Ray Vaughan,Texas Flood (Legacy Edition)
03Ntkzzjkz7nFJldcPbL90,1,2021-09-21 23:33:54,2021-09-21 23:33:54,217973.0,0.0,1.0,0,0,7.210085e-05,Estadio Azteca,Andrés Calamaro,El cantante
03QZPaiw1N94aAFDv7k5Em,38,2017-05-09 10:33:50,2024-11-08 21:33:08,204687.8947368421,0.02631578947368421,0.8947368421052632,2740,0,4.924195e-05,Rock 'n' Roll Star - 2014 Remaster,Oasis,Definitely Maybe
03VQOmKVUZIOBym1Tt0IAa,1,2015-10-08 07:21:09,2015-10-08 07:21:09,37879.0,1.0,1.0,0,0,7.279815e-05,Dream Baby Dream,Bruce Springsteen,Dream Baby Dream
03WfVDI7wA85kWItMGwO0v,1,2020-04-12 18:26:22,2020-04-12 18:26:22,179200.0,0.0,1.0,0,0,6.834299e-05,"Ave Maria: arr. from Bach's Prelude No.1 BWV 846: Ave Maria, CG 89a",Charles Gounod,Andrea Bocelli - Sacred Arias
03XMXPAE2Yx6HeqCpAPL5o,1,2017-08-20 03:44:52,2017-08-20 03:44:52,106880.0,0.0,1.0,0,0,0.00010291303,"""Was He Slow?"" - Music From The Motion Picture Baby Driver",Kid Koala,Baby Driver (Music from the Motion Picture)
03XjpGGdsIPouALXem2Cku,77,2016-09-07 01:23:46,2024-07-03 18:23:31,97895.22077922078,0.025974025974025976,0.8181818181818182,2856,0,6.1047846e-05,Love Is A Verb,John Mayer,Born and Raised
03YCVhNY0UpWX7MP1iRhip,3,2021-02-10 23:20:23,2021-02-10 23:28:03,56434.333333333336,0.0,0.0,0,1,0.9996449,Koi Wa Momoiro,Haruomi Hosono,Hosono House
03YoRDLmG333y0ORu2D5A4,10,2017-07-29 21:48:28,2017-09-06 22:22:01,217229.1,0.0,0.7,39,0,3.9102677e-05,Run For Cover,The Killers,Run For Cover
03ZIYIkSXFEe8eKeG6qzE8,1,2016-12-01 07:41:17,2016-12-01 07:41:17,0.0,0.0,1.0,0,0,6.517772e-05,The Air Near My Fingers,The White Stripes,Elephant
03gfPrsQEYnoGCT13oM2Ix,1,2017-12-29 06:30:13,2017-12-29 06:30:13,129893.0,0.0,1.0,0,0,7.351601e-05,Jingle Bell Rock,Bobby Helms,Rockin' Little Christmas
03qKJWqX0I2tlMJiU72P1Y,6,2016-10-17 23:51:49,2016-10-19 00:48:46,187745.33333333334,0.0,1.0,1,1,0.99980325,Eyes On You,Kings of Leon,WALLS
03v6RgqWOMWFaaW83ep2hF,1,2022-05-13 21:55:25,2022-05-13 21:55:25,64058.0,0.0,1.0,0,0,0.00010291303,Revelation,Third Day,Revelation
03xxnNXmK7lJjW9hV2ldn8,6,2022-06-28 17:37:45,2023-01-20 23:44:37,141200.0,0.0,0.0,206,0,7.5631e-05,Coppelia: Act I - Valse,Léo Delibes,Delibes: Coppelia (Complete Ballet) / La Source Suites
042Sl6Mn83JHyLEqdK7uI0,1,2021-08-04 21:14:53,2021-08-04 21:14:53,245896.0,0.0,0.0,0,0,0.00014690189,Your Power,Billie Eilish,Happier Than Ever
043vxbUHxQErHDIe7zuC0O,1,2019-11-24 04:47:09,2019-11-24 04:47:09,227092.0,0.0,1.0,0,0,6.7122644e-05,Just One Last Time (feat. Taped Rai),David Guetta,Nothing but the Beat
045sp2JToyTaaKyXkGejPy,35,2017-01-06 20:56:25,2020-10-16 20:55:04,146184.94285714286,0.0,0.8571428571428571,1378,0,0.00019259442,Fake Plastic Trees,Radiohead,The Bends
049YL0EGet7AfhyGboxvEo,3,2021-09-11 07:30:08,2022-07-02 09:09:31,110648.66666666667,0.0,1.0,294,0,0.00012592656,I Want To,Rosenfeld,I Want To
04D2wKcN9ju5IY06nwV24m,1,2015-08-29 20:28:28,2015-08-29 20:28:28,212613.0,0.0,1.0,0,0,7.210085e-05,Bad Blood,Bastille,All This Bad Blood
04FevjVdLhsBwaEvfFnmTu,1,2020-01-04 00:56:46,2020-01-04 00:56:46,301933.0,0.0,0.0,0,0,0.00014690189,I'll Be Back,The Who,WHO
04HYbU0XgrwWfQOak1FLr1,25,2021-01-12 18:21:36,2024-11-26 20:37:34,114617.76,0.08,0.44,1414,0,3.385283e-05,Livin' in Sin,Dan Auerbach,Waiting on a Song
04Jdmzb6gfuSZxGfAFc2NH,45,2016-11-29 01:21:58,2024-11-11 15:08:44,57676.64444444444,0.08888888888888889,0.9555555555555556,2904,0,6.7604175e-05,It Comes Back To You,Imagine Dragons,Smoke + Mirrors
04KTF78FFg8sOHC1BADqbY,1,2021-08-01 03:02:09,2021-08-01 03:02:09,61113.0,0.0,0.0,0,0,0.00022999235,Hot In Herre,Nelly,Nellyville
04OERuULAbFq54j25v5dZ4,1,2018-04-06 00:45:34,2018-04-06 00:45:34,235731.0,0.0,0.0,0,0,0.00014690189,Finesse - James Hype Remix; feat. Cardi B,Bruno Mars,Finesse (Remix) [feat. Cardi B]
04TniRKnhyC7H7Hzm4tY9u,1,2021-01-11 20:32:19,2021-01-11 20:32:19,307062.0,0.0,1.0,0,0,9.7441094e-05,Mother,David Bowie,Tryin' To Get To Heaven / Mother
04UGTxjNr2A4bUkqRqfagK,2,2021-07-05 17:18:52,2021-07-06 18:47:45,83613.0,0.0,1.0,1,1,0.99922264,America's Open Roads,Cicada Rhythm,Everywhere I Go
04XOESV0aVnKMlUU1NhIG1,3,2019-11-05 22:24:28,2019-11-05 22:32:12,77202.0,0.0,0.0,0,1,0.99961275,Nevermore - Remastered 2011,Queen,Queen II
04XR8eIFR3gOGCYOvT6kOS,4,2016-08-29 07:09:46,2017-05-30 09:41:33,175400.0,0.0,1.0,274,0,0.0006941249,The Stumble,John Mayall & The Bluesbreakers,A Hard Road
04XreyYjcyIKr6Z4e6e2tb,2,2022-12-17 04:09:57,2023-07-02 04:35:58,241951.0,0.0,1.0,197,0,0.00020859369,Electric Feel,PAX,Electric Feel
04Za3mSOirROIHPV718nJk,1,2020-10-26 20:12:06,2020-10-26 20:12:06,163493.0,0.0,1.0,0,0,4.2584154e-05,"Funny How Time Slips Away - Live at Harrah's, Lake Tahoe, Nevada - April 1978",Willie Nelson,Willie And Family Live
